mode,old_mode_alias,shared_prefix_tokens,shared_kv_bytes,num_agents,decode_tokens_per_agent,ring_shards,reduction_topology,sram_total_bytes,sram_peak_region_bytes,local_sram_read_bytes,private_kv_write_bytes,payload_bytes,total_wire_bytes,max_directed_link_load_bytes,mean_active_link_load_bytes,network_latency_s,compute_latency_s,sram_latency_s,serialized_latency_s,throughput_bound_latency_s,critical_path_latency_s,estimated_attention_stage_latency_s,attention_stage_latency_s,estimated_end_to_end_proxy_latency_s,metric_warning,estimated_latency_s,mesh_time_s,compute_time_s,total_sram_gib,peak_region_sram_gib,sram_port_gib,payload_gib,wire_traffic_tib,max_link_load_gib,hotspot_ratio,max_directed_link,local_sram_read_tib,setup_replication_payload_gib,setup_replication_wire_tib,steady_state_local_decode_read_gib,central_sram_read_bytes,central_query_payload_bytes,central_result_payload_bytes,central_compute_proxy_bytes,central_router_in_bytes,central_router_out_bytes,central_max_link_load_bytes,central_hotspot_ratio,central_compute_bytes_or_ops,central_region_queue_time_s,attention_stage_proxy_latency_s,query_bytes_sent,partial_bytes_returned,query_scatter_latency_s,local_shard_compute_latency_s,reduction_latency_s,local_suffix_latency_s,merge_latency_s,central_query_mesh_latency_s,central_sram_read_latency_s,central_compute_latency_s,central_return_mesh_latency_s,central_queue_latency_s,reduction_bytes,reduction_wire_bytes,reduction_byte_hops,query_scatter_byte_hops,partial_reduce_byte_hops,result_return_byte_hops,reduction_hops,reduction_edges,num_reduction_steps,setup_cycles,steady_state_cycles,max_reduction_link_load_bytes,query_tile_bytes,partial_state_bytes,online_state_bytes,state_vector_dim,state_dtype_bytes,scalar_state_bytes,query_dtype_bytes,packet_bytes,packet_model,actual_query_tile_sizes,requested_query_tile_size,logical_decode_queries,query_tiles,query_tile_payload_bytes_per_step,partial_state_payload_bytes_per_step,shard_group_size,placement_unit,regions_per_shard,shard_bytes,shard_region_bytes,shard_bytes_per_region,query_tile_size,num_query_tiles_total,reduction,placement,num_shards,region_capacity_violation,valid_capacity,capacity_valid,capacity_violation_reason,vc_model,agents,decode_tokens,link_bandwidth_gbps,region_sram_bandwidth_tibps,region_capacity_gib
Central-KV-Stationary,,65536,8589934592,2,64,,,8606711808.0,8589934592.0,549755813888,16777216,3178496.0,44498944.0,2129920.0,1589248.0,4.0746e-05,0.004294968,0.025,0.029335714,0.029294968,0.029295108,0.029294968,0.029294968,0.029294968,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.029335714,4.0746e-05,0.029294968,8.015625,8.0,512.015625,0.002960205078125,4.0471553802490234e-05,0.001983642578125,1.3402061855670102,"(7,7)->(6,7)",,,,,549755813888,1048576,2129920,4398046511104.0,1048576,2129920,2129920.0,1.3402061855670102,4398046511104.0,0.029294968,0.029294968,1048576,2129920,1.4966e-05,,0.0,0.0,0.0,1.4966e-05,0.025,0.004294968,2.578e-05,0.029294968,,,,,,,,,,,,,16384,33280,,,,,,,"query bytes in, exact FP32 online-softmax state out",[2],8,128,64,16384,33280,"""""",,"""""","""""","""""","""""",8,64,,,,True,False,False,peak region SRAM 8589934592.0 exceeds capacity 1073741824.0,,2,64,,,
Replicate-All,,65536,8589934592,2,64,,,17196646400.0,8598323200.0,549755813888,16777216,17179869184.0,249108103168.0,17179869184.0,11323095598.545454,0.171798767,0.025000763,0.025000763,0.19679953,0.19679953,0.19679953,0.19679953,0.19679953,0.19679953,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.19679953,0.171798767,0.025000763,16.015625,8.0078125,512.015625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,16.0,0.2265625,512.0,,,,,,,,,,,0.19679953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,128,128,,,"""""",,"""""","""""","""""","""""",8,,,,,True,False,False,peak region SRAM 8598323200.0 exceeds capacity 1073741824.0,,2,64,,,
KVRing-v1-sequential-pipeline,,65536,8589934592,2,64,8,,8606711808.0,1082130432.0,137438953472.0,16777216,2359296.0,603979776.0,2359296.0,2359296.0,2.8412e-05,0.0,0.006250763,0.006279175,0.006250763,1.28e-06,0.006250763,0.006250763,0.006250763,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.006279175,2.8412e-05,0.006250763,8.015625,1.0078125,128.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,,,,,,,,,,,,,,0.006250763,,,0.0,,2.8412e-05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,legacy fixed whole-query + aggregated online state,"""""",,128,128,,,"[1, 1, 1, 1, 1, 1, 1, 1]",,"""""","""""","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","""""",8,,,,,True,False,False,peak region SRAM 1082130432.0 exceeds capacity 1073741824.0,,2,64,,,
KVRing-v2-ring,,65536,8589934592,2,64,8,selected_ring_reduce,8606711808.0,1082130432.0,549755813888,16777216,27557888.0,236716032.0,9469952.0,2151963.9272727272,9.4981e-05,0.000536871,0.003125,0.003232192,0.003125194,4.9112e-05,0.003125194,0.003125194,0.003125194,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.003125194,9.4981e-05,0.003137211,8.015625,1.0078125,512.5078125,0.025665283203125,0.00021529197692871094,0.008819580078125,4.400609080841639,"(0,0)->(1,0)",0.5,,,,,,,,,,,,,,0.003125194,8388608.0,,7.3541e-05,0.003125,2.144e-05,1.2017e-05,1.94e-07,,,,,,19169280.0,119275520.0,119275520.0,117440512.0,119275520.0,0.0,3584,56,8,140,21300,2129920.0,16384,33280,33280,4096,4,2048,2,49664,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[2],8,128,64,16384,33280,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]",8,64,selected_ring,serpentine,8,True,False,False,peak region SRAM 1082130432.0 exceeds capacity 1073741824.0,not_modeled_for_performance,2,64,,,
KVRing-v2-tree,,65536,8589934592,2,64,8,binary_tree_reduce,8606711808.0,1082130432.0,549755813888,16777216,25427968.0,219676672.0,7340032.0,1997060.6545454545,0.000137519,0.000536871,0.003125,0.00327473,0.003125194,4.9052e-05,0.003125194,0.003125194,0.003125194,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.003125194,0.000137519,0.003137211,8.015625,1.0078125,512.5078125,0.023681640625,0.00019979476928710938,0.0068359375,3.675417661097852,"(0,0)->(1,0)",0.5,,,,,,,,,,,,,,0.003125194,8388608.0,,7.3541e-05,0.003125,6.3978e-05,1.2017e-05,1.94e-07,,,,,,17039360.0,102236160.0,102236160.0,117440512.0,102236160.0,0.0,3072,40,3,80,63898,6389760.0,16384,33280,33280,4096,4,2048,2,49664,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[2],8,128,64,16384,33280,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]",8,64,binary_tree,serpentine,8,True,False,False,peak region SRAM 1082130432.0 exceeds capacity 1073741824.0,not_modeled_for_performance,2,64,,,
Pull-KV-Independent,Single-Home,65536,8589934592,2,64,,,8606711808.0,8589934592.0,1099511627776,16777216,1099513724928.0,15942949011456.0,1099512676352.0,312606843361.8823,10.995131564,0.050000763,0.050000763,11.045132327,11.045132327,11.045132327,11.045132327,11.045132327,11.045132327,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",11.045132327,10.995131564,0.050000763,8.015625,8.0,1024.015625,1024.001953125,14.500027656555176,1024.0009765625,3.5172380250139748,"(7,7)->(6,7)",,,,,1099511627776,,,,,,,,,,11.045132327,1048576,1048576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,128,128,,,"""""",,"""""","""""","""""","""""",16,,,,,True,False,False,peak region SRAM 8589934592.0 exceeds capacity 1073741824.0,,2,64,,,
Central-KV-Stationary,,65536,8589934592,2,64,,,8606711808.0,8589934592.0,549755813888,16777216,3178496.0,44498944.0,2129920.0,1589248.0,4.0746e-05,0.004294968,0.025,0.029335714,0.029294968,0.029295108,0.029294968,0.029294968,0.029294968,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.029335714,4.0746e-05,0.029294968,8.015625,8.0,512.015625,0.002960205078125,4.0471553802490234e-05,0.001983642578125,1.3402061855670102,"(7,7)->(6,7)",,,,,549755813888,1048576,2129920,4398046511104.0,1048576,2129920,2129920.0,1.3402061855670102,4398046511104.0,0.029294968,0.029294968,1048576,2129920,1.4966e-05,,0.0,0.0,0.0,1.4966e-05,0.025,0.004294968,2.578e-05,0.029294968,,,,,,,,,,,,,16384,33280,,,,,,,"query bytes in, exact FP32 online-softmax state out",[2],16,128,64,16384,33280,"""""",,"""""","""""","""""","""""",16,64,,,,True,False,False,peak region SRAM 8589934592.0 exceeds capacity 1073741824.0,,2,64,,,
Replicate-All,,65536,8589934592,2,64,,,17196646400.0,8598323200.0,549755813888,16777216,17179869184.0,249108103168.0,17179869184.0,11323095598.545454,0.171798767,0.025000763,0.025000763,0.19679953,0.19679953,0.19679953,0.19679953,0.19679953,0.19679953,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.19679953,0.171798767,0.025000763,16.015625,8.0078125,512.015625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,16.0,0.2265625,512.0,,,,,,,,,,,0.19679953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,128,128,,,"""""",,"""""","""""","""""","""""",16,,,,,True,False,False,peak region SRAM 8598323200.0 exceeds capacity 1073741824.0,,2,64,,,
KVRing-v1-sequential-pipeline,,65536,8589934592,2,64,8,,8606711808.0,1082130432.0,137438953472.0,16777216,2359296.0,603979776.0,2359296.0,2359296.0,2.8412e-05,0.0,0.006250763,0.006279175,0.006250763,1.28e-06,0.006250763,0.006250763,0.006250763,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.006279175,2.8412e-05,0.006250763,8.015625,1.0078125,128.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,,,,,,,,,,,,,,0.006250763,,,0.0,,2.8412e-05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,legacy fixed whole-query + aggregated online state,"""""",,128,128,,,"[1, 1, 1, 1, 1, 1, 1, 1]",,"""""","""""","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","""""",16,,,,,True,False,False,peak region SRAM 1082130432.0 exceeds capacity 1073741824.0,,2,64,,,
KVRing-v2-ring,,65536,8589934592,2,64,8,selected_ring_reduce,8606711808.0,1082130432.0,549755813888,16777216,27557888.0,236716032.0,9469952.0,2151963.9272727272,9.4981e-05,0.000536871,0.003125,0.003232192,0.003125194,4.9112e-05,0.003125194,0.003125194,0.003125194,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.003125194,9.4981e-05,0.003137211,8.015625,1.0078125,512.5078125,0.025665283203125,0.00021529197692871094,0.008819580078125,4.400609080841639,"(0,0)->(1,0)",0.5,,,,,,,,,,,,,,0.003125194,8388608.0,,7.3541e-05,0.003125,2.144e-05,1.2017e-05,1.94e-07,,,,,,19169280.0,119275520.0,119275520.0,117440512.0,119275520.0,0.0,3584,56,8,140,21300,2129920.0,16384,33280,33280,4096,4,4096,2,49664,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[2],16,128,64,16384,33280,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]",16,64,selected_ring,serpentine,8,True,False,False,peak region SRAM 1082130432.0 exceeds capacity 1073741824.0,not_modeled_for_performance,2,64,,,
KVRing-v2-tree,,65536,8589934592,2,64,8,binary_tree_reduce,8606711808.0,1082130432.0,549755813888,16777216,25427968.0,219676672.0,7340032.0,1997060.6545454545,0.000137519,0.000536871,0.003125,0.00327473,0.003125194,4.9052e-05,0.003125194,0.003125194,0.003125194,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.003125194,0.000137519,0.003137211,8.015625,1.0078125,512.5078125,0.023681640625,0.00019979476928710938,0.0068359375,3.675417661097852,"(0,0)->(1,0)",0.5,,,,,,,,,,,,,,0.003125194,8388608.0,,7.3541e-05,0.003125,6.3978e-05,1.2017e-05,1.94e-07,,,,,,17039360.0,102236160.0,102236160.0,117440512.0,102236160.0,0.0,3072,40,3,80,63898,6389760.0,16384,33280,33280,4096,4,4096,2,49664,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[2],16,128,64,16384,33280,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]",16,64,binary_tree,serpentine,8,True,False,False,peak region SRAM 1082130432.0 exceeds capacity 1073741824.0,not_modeled_for_performance,2,64,,,
Pull-KV-Independent,Single-Home,65536,8589934592,2,256,,,8657043456.0,8589934592.0,4398046511104,67108864,4398054899712.0,63771796045824.0,4398050705408.0,1250427373447.5293,43.980526255,0.200003052,0.200003052,44.180529307,44.180529307,44.180529307,44.180529307,44.180529307,44.180529307,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",44.180529307,43.980526255,0.200003052,8.0625,8.0,4096.0625,4096.0078125,58.0001106262207,4096.00390625,3.5172380250139748,"(7,7)->(6,7)",,,,,4398046511104,,,,,,,,,,44.180529307,4194304,4194304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,512,512,,,"""""",,"""""","""""","""""","""""",1,,,,,True,False,False,peak region SRAM 8589934592.0 exceeds capacity 1073741824.0,,2,256,,,
Central-KV-Stationary,,65536,8589934592,2,256,,,8657043456.0,8589934592.0,4398046511104,67108864,12713984.0,184352768.0,8519680.0,3614760.156862745,0.000144569,0.01717987,0.2,0.217324439,0.21717987,0.21718002,0.21717987,0.21717987,0.21717987,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.217324439,0.000144569,0.21717987,8.0625,8.0,4096.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,,,,4398046511104,4194304,8519680,17592186044416.0,4194304,8519680,8519680.0,2.356914326341984,17592186044416.0,0.21717987,0.21717987,4194304,8519680,4.0172e-05,,0.0,0.0,0.0,4.0172e-05,0.2,0.01717987,0.000104397,0.21717987,,,,,,,,,,,,,8192,16640,,,,,,,"query bytes in, exact FP32 online-softmax state out","[1, 1]",1,512,512,16384,33280,"""""",,"""""","""""","""""","""""",1,512,,,,True,False,False,peak region SRAM 8589934592.0 exceeds capacity 1073741824.0,,2,256,,,
Replicate-All,,65536,8589934592,2,256,,,17246978048.0,8623489024.0,2199023255552,67108864,17179869184.0,249108103168.0,17179869184.0,11323095598.545454,0.171798767,0.100003052,0.100003052,0.271801819,0.271801819,0.271801819,0.271801819,0.271801819,0.271801819,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.271801819,0.171798767,0.100003052,16.0625,8.03125,2048.0625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,16.0,0.2265625,2048.0,,,,,,,,,,,0.271801819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,512,512,,,"""""",,"""""","""""","""""","""""",1,,,,,True,False,False,peak region SRAM 8623489024.0 exceeds capacity 1073741824.0,,2,256,,,
KVRing-v1-sequential-pipeline,,65536,8589934592,2,256,8,,8657043456.0,1107296256.0,549755813888.0,67108864,9437184.0,2415919104.0,9437184.0,9437184.0,0.000109808,0.0,0.025003052,0.02511286,0.025003052,1.28e-06,0.025003052,0.025003052,0.025003052,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.02511286,0.000109808,0.025003052,8.0625,1.03125,512.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,,,,,,,,,,,,,,0.025003052,,,0.0,,0.000109808,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,legacy fixed whole-query + aggregated online state,"""""",,512,512,,,"[1, 1, 1, 1, 1, 1, 1, 1]",,"""""","""""","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","""""",1,,,,,True,False,False,peak region SRAM 1107296256.0 exceeds capacity 1073741824.0,,2,256,,,
KVRing-v2-ring,,65536,8589934592,2,256,8,selected_ring_reduce,8657043456.0,1107296256.0,4398046511104,67108864,110231552.0,1027538944.0,23199744.0,5436713.98941799,0.000232278,0.002147484,0.025,0.025427603,0.025000775,4.911e-05,0.025000775,0.025000775,0.025000775,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.025000775,0.000232278,0.025195325,8.0625,1.03125,4104.03125,0.1026611328125,0.0009345412254333496,0.0216064453125,4.267236430894827,"(0,0)->(1,0)",4.0,,,,,,,,,,,,,,0.025000775,33554432.0,,0.000146941,0.025,8.5337e-05,0.00019455,7.75e-07,,,,,,76677120.0,540999680.0,540999680.0,486539264.0,540999680.0,0.0,32512,71,8,140,85197,8519680.0,8192,16640,16640,4096,4,256,2,24832,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1]",1,512,512,16384,33280,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]",1,512,selected_ring,serpentine,8,True,False,False,peak region SRAM 1107296256.0 exceeds capacity 1073741824.0,not_modeled_for_performance,2,256,,,
KVRing-v2-tree,,65536,8589934592,2,256,8,binary_tree_reduce,8657043456.0,1107296256.0,4398046511104,67108864,101711872.0,959381504.0,27656192.0,5130382.374331551,0.000402612,0.002147484,0.025,0.025597937,0.025000775,4.905e-05,0.025000775,0.025000775,0.025000775,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.025000775,0.000402612,0.025195325,8.0625,1.03125,4104.03125,0.0947265625,0.0008725523948669434,0.0257568359375,5.390668761527427,"(0,2)->(0,1)",4.0,,,,,,,,,,,,,,0.025000775,33554432.0,,0.000146941,0.025,0.000255671,0.00019455,7.75e-07,,,,,,68157440.0,472842240.0,472842240.0,486539264.0,472842240.0,0.0,28416,55,3,80,255591,25559040.0,8192,16640,16640,4096,4,256,2,24832,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state","[1, 1]",1,512,512,16384,33280,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]",1,512,binary_tree,serpentine,8,True,False,False,peak region SRAM 1107296256.0 exceeds capacity 1073741824.0,not_modeled_for_performance,2,256,,,
Pull-KV-Independent,Single-Home,65536,8589934592,2,256,,,8657043456.0,8589934592.0,4398046511104,67108864,4398054899712.0,63771796045824.0,4398050705408.0,1250427373447.5293,43.980526255,0.200003052,0.200003052,44.180529307,44.180529307,44.180529307,44.180529307,44.180529307,44.180529307,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",44.180529307,43.980526255,0.200003052,8.0625,8.0,4096.0625,4096.0078125,58.0001106262207,4096.00390625,3.5172380250139748,"(7,7)->(6,7)",,,,,4398046511104,,,,,,,,,,44.180529307,4194304,4194304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,512,512,,,"""""",,"""""","""""","""""","""""",2,,,,,True,False,False,peak region SRAM 8589934592.0 exceeds capacity 1073741824.0,,2,256,,,
Central-KV-Stationary,,65536,8589934592,2,256,,,8657043456.0,8589934592.0,2199023255552,67108864,12713984.0,177995776.0,8519680.0,6356992.0,0.000162981,0.01717987,0.1,0.117342851,0.11717987,0.11718001,0.11717987,0.11717987,0.11717987,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.117342851,0.000162981,0.11717987,8.0625,8.0,2048.0625,0.0118408203125,0.00016188621520996094,0.0079345703125,1.3402061855670102,"(7,7)->(6,7)",,,,,2199023255552,4194304,8519680,17592186044416.0,4194304,8519680,8519680.0,1.3402061855670102,17592186044416.0,0.11717987,0.11717987,4194304,8519680,5.9864e-05,,0.0,0.0,0.0,5.9864e-05,0.1,0.01717987,0.000103117,0.11717987,,,,,,,,,,,,,16384,33280,,,,,,,"query bytes in, exact FP32 online-softmax state out",[2],2,512,256,16384,33280,"""""",,"""""","""""","""""","""""",2,256,,,,True,False,False,peak region SRAM 8589934592.0 exceeds capacity 1073741824.0,,2,256,,,
Replicate-All,,65536,8589934592,2,256,,,17246978048.0,8623489024.0,2199023255552,67108864,17179869184.0,249108103168.0,17179869184.0,11323095598.545454,0.171798767,0.100003052,0.100003052,0.271801819,0.271801819,0.271801819,0.271801819,0.271801819,0.271801819,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.271801819,0.171798767,0.100003052,16.0625,8.03125,2048.0625,16.0,0.2265625,16.0,1.517241379310345,"(7,7)->(6,7)",,16.0,0.2265625,2048.0,,,,,,,,,,,0.271801819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""""",,512,512,,,"""""",,"""""","""""","""""","""""",2,,,,,True,False,False,peak region SRAM 8623489024.0 exceeds capacity 1073741824.0,,2,256,,,
KVRing-v1-sequential-pipeline,,65536,8589934592,2,256,8,,8657043456.0,1107296256.0,549755813888.0,67108864,9437184.0,2415919104.0,9437184.0,9437184.0,0.000109808,0.0,0.025003052,0.02511286,0.025003052,1.28e-06,0.025003052,0.025003052,0.025003052,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.02511286,0.000109808,0.025003052,8.0625,1.03125,512.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,,,,,,,,,,,,,,0.025003052,,,0.0,,0.000109808,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,legacy fixed whole-query + aggregated online state,"""""",,512,512,,,"[1, 1, 1, 1, 1, 1, 1, 1]",,"""""","""""","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","""""",2,,,,,True,False,False,peak region SRAM 1107296256.0 exceeds capacity 1073741824.0,,2,256,,,
KVRing-v2-ring,,65536,8589934592,2,256,8,selected_ring_reduce,8657043456.0,1107296256.0,2199023255552,67108864,110231552.0,946864128.0,37879808.0,8607855.709090909,0.000379079,0.002147484,0.0125,0.013074404,0.012500775,4.9112e-05,0.012500775,0.012500775,0.012500775,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.012500775,0.000379079,0.012695325,8.0625,1.03125,2056.03125,0.1026611328125,0.0008611679077148438,0.0352783203125,4.400609080841639,"(0,0)->(1,0)",2.0,,,,,,,,,,,,,,0.012500775,33554432.0,,0.000293742,0.0125,8.5337e-05,0.00019455,7.75e-07,,,,,,76677120.0,477102080.0,477102080.0,469762048.0,477102080.0,0.0,14336,56,8,140,85197,8519680.0,16384,33280,33280,4096,4,512,2,49664,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[2],2,512,256,16384,33280,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]",2,256,selected_ring,serpentine,8,True,False,False,peak region SRAM 1107296256.0 exceeds capacity 1073741824.0,not_modeled_for_performance,2,256,,,
KVRing-v2-tree,,65536,8589934592,2,256,8,binary_tree_reduce,8657043456.0,1107296256.0,2199023255552,67108864,101711872.0,878706688.0,29360128.0,7988242.618181818,0.000549413,0.002147484,0.0125,0.013244738,0.012500775,4.9052e-05,0.012500775,0.012500775,0.012500775,"This is a shared-prefix attention-stage proxy, not full LLM end-to-end JCT.",0.012500775,0.000549413,0.012695325,8.0625,1.03125,2056.03125,0.0947265625,0.0007991790771484375,0.02734375,3.675417661097852,"(0,0)->(1,0)",2.0,,,,,,,,,,,,,,0.012500775,33554432.0,,0.000293742,0.0125,0.000255671,0.00019455,7.75e-07,,,,,,68157440.0,408944640.0,408944640.0,469762048.0,408944640.0,0.0,12288,40,3,80,255591,25559040.0,16384,33280,33280,4096,4,512,2,49664,"R*hidden_dim*dtype + FP32(m,l,z) online-softmax state",[2],2,512,256,16384,33280,"[1, 1, 1, 1, 1, 1, 1, 1]",region_group,"[1, 1, 1, 1, 1, 1, 1, 1]","[1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824, 1073741824]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]","[1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0, 1073741824.0]",2,256,binary_tree,serpentine,8,True,False,False,peak region SRAM 1107296256.0 exceeds capacity 1073741824.0,not_modeled_for_performance,2,256,,,
