policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,737795000,,,5.63842259706287e-07,436792,0.0,0.0,55663132672,222967000,0,0,0,0,0,0,0,2805,0,0,{},0,0,
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,886,1919,"{""agent_role"": 3, ""assistant_delta"": 6, ""edit_diff"": 2, ""file_context"": 3, ""system_prefix"": 3, ""task_prefix"": 2, ""test_failure_summary"": 2, ""tool_observation"": 2}",2,290,
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1759,1046,"{""agent_role"": 3, ""assistant_delta"": 6, ""edit_diff"": 2, ""file_context"": 3, ""system_prefix"": 3, ""task_prefix"": 2, ""test_failure_summary"": 2, ""tool_observation"": 2}",2,290,
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,727663000,,,5.716932151284317e-07,397897,0.08904696056704331,0.5315508021390374,35270950912,213606000,0,0,0,0,0,0,0,1314,1226,265,"{""agent_role"": 21, ""system_prefix"": 21, ""task_prefix"": 20}",0,0,
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1858,947,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 4, ""file_context"": 4, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",2,290,
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1856,949,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 2, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 3, ""tool_observation"": 1}",3,450,
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1460,1345,"{""agent_role"": 16, ""assistant_delta"": 3, ""edit_diff"": 1, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",1,159,
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1831,974,"{""agent_role"": 1, ""assistant_delta"": 5, ""edit_diff"": 2, ""file_context"": 2, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 2, ""tool_observation"": 2}",2,290,
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,721022073,,,5.769587583763195e-07,330623,0.24306534918221945,1.0,0,163080593,6583603,16860053504,18874368,0,0,0,0,0,1867,938,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 2, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 3, ""tool_observation"": 1}",3,450,
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,4,0.5,720278052,,,5.775547357647377e-07,330623,0.24306534918221945,1.0,0,130991952,31082876,20953694208,0,15854469120,36162547,25771961,265,0,1819,986,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 2, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 3, ""tool_observation"": 1}",3,450,
