baseline,slo_type,slo_ms,arrival_rate_jobs_per_s,completed_jobs,successful_jobs,slo_goodput_jobs_per_s,energy_per_successful_job_j
apc_like,jct_ms,10000.0,16.0,100,50,1.2307074345666171,0.511110382252032
kvflow_like,jct_ms,1000.0,16.0,100,0,0.0,25.5566381529088
kvflow_like,jct_ms,5000.0,16.0,100,0,0.0,25.5566381529088
kvflow_like,jct_ms,10000.0,16.0,100,50,1.2307074345666171,0.511132763058176
pat_like,jct_ms,1000.0,16.0,100,0,0.0,16.059655121888
pat_like,jct_ms,5000.0,16.0,100,47,1.2439707860705285,0.34169478982740425
pat_like,jct_ms,10000.0,16.0,100,50,1.3233731766707748,0.32119310243776
wafer_naive,jct_ms,1000.0,16.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,5000.0,16.0,100,0,0.0,26.624519695359997
wafer_naive,jct_ms,10000.0,16.0,100,50,1.2232783984537685,0.5324903939071999
waferagent_full,jct_ms,1000.0,16.0,100,47,1.6195881038945188,0.04849661404472979
waferagent_full,jct_ms,5000.0,16.0,100,50,1.7229660679728924,0.045586817202046
waferagent_full,jct_ms,10000.0,16.0,100,79,2.72228638739717,0.028852415950662024
ideal_next_use_cache,jct_ms,1000.0,16.0,100,47,1.6195881038945188,0.04849661404472979
ideal_next_use_cache,jct_ms,5000.0,16.0,100,50,1.7229660679728924,0.045586817202046
ideal_next_use_cache,jct_ms,10000.0,16.0,100,79,2.72228638739717,0.028852415950662024
